sensordata,time,e135,e140,e142,e161,e165,e167,e181,e235,e240,e242,e261,e265,e267,e281,e335,e340,esh141a,esh144a,esh160a,esh170,esh171,esh172,esh173,esh174,esh175,esh183,esh184,esh241a,esh244a,esh260a,esh270,esh271,esh272,esh273,esh274,esh275,esh283,esh284,esh341a,esh344a,ft520,ft525,ish136,ish162,ish166,ish180,ish236,ish262,ish266,ish280,ish336,it140,it161,it167,it181,it240,it261,it267,it281,it340,lt500,lt505,st165,st265,st515,st516,te128,te129,te133,te228,te229,te328,te329,te500,te501,te502,te505,te506,te507,te510,te511
AntagonistData,2007-07-31 14:44:08.451 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.14648661,0.073243305,0,25.27443314,25.27443314,0.029297322,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.004297693,-0.045370823,-21.04136976,17.97651221,0.219729915,0.439459831,false,false,71.88922119,69.9281311,70.3607254,70.96635437,72.20645142,71.9180603,71.0528717,66.52506256,69.72624969,67.79400635,67.21720886,67.85168457,67.39025116,69.66857147,66.1789856
AntagonistData,2007-07-31 14:44:08.951 GMT-07:00,25.8310833,25.84573174,0.014648661,0.014648661,0.073243305,0.073243305,0,25.2597847,25.27443314,0.029297322,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,-0.003522506,-0.045370823,-21.51428828,17.69612782,0.219729915,0.219729915,false,false,71.94689941,69.89929199,70.3607254,70.96635437,72.20645142,71.9180603,71.08171082,66.52506256,69.72624969,67.79400635,67.30373383,67.62096405,67.27489471,69.69741058,66.49622345
AntagonistData,2007-07-31 14:44:09.451 GMT-07:00,25.8310833,25.84573174,0,0,0.14648661,0.073243305,0.014648661,25.27443314,25.27443314,0.014648661,0.058594644,0.219729915,0.14648661,0.058594644,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.095392764,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.000388,-0.045370823,-21.75337779,17.6428653,0.219729915,0.439459831,false,false,71.94689941,69.89929199,70.30304718,70.93751526,72.20645142,71.9180603,71.08171082,66.69809723,69.75509644,67.79400635,67.30373383,67.62096405,67.27489471,69.69741058,66.49622345
AntagonistData,2007-07-31 14:44:09.951 GMT-07:00,25.8310833,25.81643486,0,0.014648661,0.073243305,0.073243305,0,25.2597847,25.27443314,0.029297322,0.058594644,0.219729915,0.14648661,0.073243305,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.004297693,-0.045370823,-21.57807179,17.77306256,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.93751526,72.20645142,71.86038208,71.0528717,66.69809723,69.75509644,67.82284546,67.15953064,67.70748138,67.27489471,69.63973236,66.64041901
AntagonistData,2007-07-31 14:44:10.453 GMT-07:00,25.84573174,25.84573174,0.014648661,0.014648661,0.073243305,0.073243305,0,25.2597847,25.27443314,0.014648661,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-21.48114716,17.83250615,0.219729915,0.439459831,false,false,71.88922119,69.87045288,70.33188629,70.96635437,72.23529053,71.86038208,71.0528717,66.6115799,69.75509644,67.82284546,67.15953064,67.70748138,67.44792938,69.63973236,66.64041901
AntagonistData,2007-07-31 14:44:10.953 GMT-07:00,25.84573174,25.8310833,0.014648661,0.014648661,0.14648661,0.073243305,0,25.27443314,25.27443314,0.0,0.058594644,0.219729915,0.14648661,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.061011221,-21.31872937,18.08014397,0.439459831,0.439459831,false,false,71.9180603,69.87045288,70.33188629,70.96635437,72.23529053,71.86038208,71.08171082,66.6115799,69.75509644,67.82284546,67.10185242,67.70748138,67.44792938,69.58205414,66.46738434
AntagonistData,2007-07-31 14:44:11.453 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.073243305,0.014648661,25.27443314,25.28908157,0.029297322,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.012117892,-0.061011221,-0.014090026,0.000388,-0.003522506,-0.061011221,-21.41657458,18.01241509,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.27420807,70.93751526,72.20645142,71.86038208,71.08171082,66.64041901,69.75509644,67.82284546,67.10185242,67.70748138,67.39025116,69.58205414,66.46738434
AntagonistData,2007-07-31 14:44:11.953 GMT-07:00,25.8310833,25.8310833,0,0.029297322,0.073243305,0.14648661,0,25.2597847,25.27443314,0.014648661,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.012117892,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,-21.55176931,17.97243533,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.27420807,70.93751526,72.20645142,71.86038208,71.0528717,66.64041901,69.66857147,67.76516724,67.30373383,67.70748138,67.39025116,69.55321503,66.72693634
AntagonistData,2007-07-31 14:44:12.453 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.14648661,0.014648661,25.27443314,25.28908157,0.029297322,0.058594644,0.29297322,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,-0.003522506,0.000388,-0.061011221,-21.27690844,18.28898562,0.219729915,0.219729915,false,false,71.86038208,69.89929199,70.30304718,70.96635437,72.20645142,71.86038208,71.0528717,66.6115799,69.66857147,67.76516724,67.30373383,67.56328583,67.33257294,69.55321503,66.72693634
AntagonistData,2007-07-31 14:44:12.953 GMT-07:00,25.8310833,25.8310833,0.014648661,0.014648661,0.073243305,0.073243305,0.014648661,25.27443314,25.28908157,0.014648661,0.058594644,0.29297322,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-21.04807689,18.38617327,0.439459831,0.439459831,false,false,71.86038208,69.89929199,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.6115799,69.69741058,67.76516724,67.27489471,67.56328583,67.33257294,69.63973236,66.69809723
AntagonistData,2007-07-31 14:44:13.453 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.14648661,0.073243305,0.014648661,25.27443314,25.27443314,0.014648661,0.058594644,0.219729915,0.14648661,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.008207792,-0.045370823,-0.014090026,0.000388,0.004297693,-0.045370823,-21.20497116,18.30976458,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.96635437,72.20645142,71.88922119,71.0528717,66.66925812,69.69741058,67.76516724,67.27489471,67.64980316,67.36141205,69.63973236,66.69809723
AntagonistData,2007-07-31 14:44:13.953 GMT-07:00,25.8310833,25.8310833,0,0.014648661,0.073243305,0.14648661,0,25.2597847,25.28908157,0.0,0.058594644,0.219729915,0.14648661,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,-20.64617506,19.01453942,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.99519348,72.23529053,71.86038208,71.0528717,66.66925812,69.69741058,67.79400635,67.27489471,67.64980316,67.36141205,69.66857147,66.69809723
AntagonistData,2007-07-31 14:44:14.453 GMT-07:00,25.84573174,25.8310833,0,0.014648661,0.073243305,0.14648661,0,25.2597847,25.27443314,0.014648661,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.000388,-0.045370823,-20.63368139,19.17077613,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.30304718,70.99519348,72.23529053,71.86038208,71.0528717,66.66925812,69.69741058,67.79400635,67.18836975,67.67864227,67.27489471,69.66857147,66.78462219
AntagonistData,2007-07-31 14:44:14.953 GMT-07:00,25.84573174,25.8310833,0.029297322,0.014648661,0.073243305,0.073243305,0.014648661,25.27443314,25.28908157,0.029297322,0.058594644,0.29297322,0.219729915,0.058594644,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-20.80648865,18.63315352,0.219729915,0.219729915,false,false,71.9180603,69.87045288,70.30304718,70.93751526,72.1776123,71.88922119,71.08171082,66.69809723,69.69741058,67.79400635,67.18836975,67.67864227,67.27489471,69.61089325,66.78462219
AntagonistData,2007-07-31 14:44:15.453 GMT-07:00,25.8310833,25.84573174,0,0.014648661,0.14648661,0.073243305,0.014648661,25.2597847,25.27443314,0.014648661,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,0.004297693,-0.045370823,-21.02427315,18.67681563,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.1776123,71.88922119,71.08171082,66.69809723,69.69741058,67.79400635,67.36141205,67.59212494,67.36141205,69.61089325,66.29434967
AntagonistData,2007-07-31 14:44:15.953 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.073243305,0.014648661,25.2597847,25.28908157,0.0,0.043945983,0.219729915,0.219729915,0.058594644,24.23437881,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.008207792,0.012117892,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,-21.01717149,18.4948025,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.23529053,71.88922119,71.08171082,66.55390167,69.69741058,67.7363205,67.36141205,67.59212494,67.36141205,69.61089325,66.29434967
AntagonistData,2007-07-31 14:44:16.453 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.073243305,0,25.27443314,25.27443314,0.014648661,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,-0.003522506,0.008207792,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,-20.75204253,18.75638062,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.33188629,70.93751526,72.23529053,71.88922119,71.0528717,66.55390167,69.69741058,67.7363205,67.21720886,67.62096405,67.36141205,69.61089325,66.87113953
AntagonistData,2007-07-31 14:44:16.953 GMT-07:00,25.84573174,25.8310833,0.029297322,0.014648661,0.073243305,0.14648661,0,25.27443314,25.28908157,0.029297322,0.058594644,0.219729915,0.219729915,0.058594644,24.23437881,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.000388,-0.045370823,-21.04163279,18.52649698,0.219729915,0.439459831,false,false,71.9180603,69.87045288,70.30304718,70.96635437,72.20645142,71.9180603,71.0528717,66.64041901,69.72624969,67.85168457,67.21720886,67.62096405,67.36141205,69.61089325,66.87113953
AntagonistData,2007-07-31 14:44:17.453 GMT-07:00,25.84573174,25.84573174,0.014648661,0.014648661,0.073243305,0.073243305,0.014648661,25.27443314,25.28908157,0.0,0.043945983,0.29297322,0.219729915,0.058594644,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.03283117,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,-0.003522506,-0.045370823,-22.8508486,15.91637078,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.30304718,70.96635437,72.20645142,71.9180603,71.02403259,66.64041901,69.72624969,67.85168457,67.13069153,67.70748138,67.36141205,69.58205414,66.380867
AntagonistData,2007-07-31 14:44:17.953 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.14648661,0.073243305,0,25.2597847,25.27443314,0.0,0.058594644,0.219729915,0.219729915,0.073243305,24.24902725,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,-22.92436402,15.70463585,0.219729915,0.439459831,false,false,71.9180603,69.89929199,70.33188629,70.93751526,72.23529053,71.9180603,71.02403259,66.64041901,69.72624969,67.85168457,67.13069153,67.70748138,67.36141205,69.58205414,66.380867
AntagonistData,2007-07-31 14:44:18.453 GMT-07:00,25.8310833,25.84573174,0.014648661,0.014648661,0.073243305,0.073243305,0,25.2597847,25.28908157,0.029297322,0.058594644,0.219729915,0.14648661,0.043945983,24.23437881,24.21973038,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,-23.25682732,15.43358883,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.93751526,72.23529053,71.88922119,71.08171082,66.64041901,69.72624969,67.76516724,67.15953064,67.70748138,67.36141205,69.55321503,66.29434967
AntagonistData,2007-07-31 14:44:18.953 GMT-07:00,25.84573174,25.84573174,0,0.014648661,0.073243305,0.14648661,0,25.27443314,25.28908157,0.014648661,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.004297693,-0.045370823,-23.60178429,14.92476743,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.33188629,70.99519348,72.20645142,71.88922119,71.08171082,66.6115799,69.66857147,67.76516724,67.15953064,67.70748138,67.36141205,69.55321503,66.29434967
AntagonistData,2007-07-31 14:44:19.453 GMT-07:00,25.8310833,25.84573174,0.014648661,0.014648661,0.14648661,0.073243305,0.014648661,25.2597847,25.28908157,0.029297322,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.008207792,0.000388,-0.061011221,-23.93727237,14.98960304,0.219729915,0.219729915,false,false,71.88922119,69.89929199,70.33188629,70.99519348,72.20645142,71.88922119,71.0528717,66.6115799,69.66857147,67.7363205,67.04417419,67.5056076,67.36141205,69.58205414,66.55390167
AntagonistData,2007-07-31 14:44:19.953 GMT-07:00,25.8310833,25.8310833,0.029297322,0,0.073243305,0.14648661,0,25.27443314,25.27443314,0.029297322,0.058594644,0.219729915,0.14648661,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,-23.94437404,14.86690198,0.0,0.439459831,false,false,71.88922119,69.9281311,70.33188629,70.96635437,72.20645142,71.88922119,71.0528717,66.55390167,69.75509644,67.7363205,67.04417419,67.5056076,67.30373383,69.58205414,66.55390167
AntagonistData,2007-07-31 14:44:20.453 GMT-07:00,25.84573174,25.8310833,0.014648661,0.014648661,0.073243305,0.073243305,0,25.27443314,25.28908157,0.029297322,0.058594644,0.219729915,0.219729915,0.043945983,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,-0.003522506,0.000388,-0.045370823,-23.88716615,15.02195508,0.219729915,0.659189746,false,false,71.88922119,69.9281311,70.33188629,70.96635437,72.20645142,71.9180603,71.08171082,66.55390167,69.75509644,67.76516724,67.30373383,67.5056076,67.30373383,69.63973236,66.55390167
AntagonistData,2007-07-31 14:44:20.953 GMT-07:00,25.84573174,25.8310833,0.014648661,0,0.073243305,0.073243305,0,25.27443314,25.28908157,0.0,0.058594644,0.219729915,0.219729915,0.058594644,24.24902725,24.23437881,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,true,true,true,true,true,true,true,true,true,0.064111967,0.079752365,-0.003522506,0.012117892,-0.061011221,-0.014090026,0.000388,0.004297693,-0.045370823,-23.8929527,14.97710936,0.219729915,0.439459831,false,false,71.88922119,69.89929199,70.30304718,70.93751526,72.20645142,71.9180603,71.08171082,66.66925812,69.75509644,67.76516724,67.30373383,67.70748138,67.39025116,69.63973236,66.55390167
